deduplicated_bullet_id,duplicate_count,normalized_match_key,all_source_references,bullet_id,original_zip_name,source_project_zip,source_project,source_project_id,source_tex_file,source_line_number,section_name,experience_id,experience_title,organization,date,bullet_text,raw_bullet_tex,detected_tools,possible_role_tags
dedup_b000153,2,"participated in vr risk scenario modeling using blender; designed and tested 3 distinct driving scenarios for realism and variable control, enhancing experimental validity.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:242 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:243,raw_b000492,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,242,RESEARCH EXPERIENCE,raw_e000321,Research intern,"Lab of Engineering Psychology, Chinese Academy of Sciences",Nov. 2023 - Jun. 2024,"Participated in VR risk scenario modeling using Blender; designed and tested 3 distinct driving scenarios for realism and variable control, enhancing experimental validity.","Participated in VR risk scenario modeling using Blender; designed and tested 3 distinct driving scenarios for realism and variable control, enhancing experimental validity.",Blender,
dedup_b000154,2,"revised survey design on passenger experiences with autonomous taxi services, improving question clarity and reducing ambiguity, enhancing the quality of data collected from over 600 participants.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:243 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:244,raw_b000493,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,243,RESEARCH EXPERIENCE,raw_e000321,Research intern,"Lab of Engineering Psychology, Chinese Academy of Sciences",Nov. 2023 - Jun. 2024,"Revised survey design on passenger experiences with autonomous taxi services, improving question clarity and reducing ambiguity, enhancing the quality of data collected from over 600 participants.","Revised survey design on passenger experiences with autonomous taxi services, improving question clarity and reducing ambiguity, enhancing the quality of data collected from over 600 participants.",,
dedup_b000155,1,"administered and analyzed 500+ responses from female college students, using spss and amos for item-total correlations and factor analysis, achieving 0.890 reliability (cronbach's $ $) and strong structural validity.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:258,raw_b000494,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,258,RESEARCH EXPERIENCE,raw_e000322,Chinese Version Revision of Piggott's (2004) Internalized Misogyny Scale,Director,Mar. 2022 - Jun. 2022,"Administered and analyzed 500+ responses from female college students, using SPSS and AMOS for item-total correlations and factor analysis, achieving 0.890 reliability (Cronbach's $ $) and strong structural validity.","Administered and analyzed 500+ responses from female college students, using SPSS and AMOS for item-total correlations and factor analysis, achieving 0.890 reliability (Cronbach's $\alpha$) and strong structural validity.",,
dedup_b000156,1,"visualized distribution and factor scores for 444 participants using histograms and violin plots with r, revealing key patterns across 3 factors and confirming overall positive attitudes toward women.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:259,raw_b000495,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,259,RESEARCH EXPERIENCE,raw_e000322,Chinese Version Revision of Piggott's (2004) Internalized Misogyny Scale,Director,Mar. 2022 - Jun. 2022,"Visualized distribution and factor scores for 444 participants using histograms and violin plots with R, revealing key patterns across 3 factors and confirming overall positive attitudes toward women.","Visualized distribution and factor scores for 444 participants using histograms and violin plots with R, revealing key patterns across 3 factors and confirming overall positive attitudes toward women.",R,
dedup_b000157,1,"optimized the scale structure by 11.8% through data-driven analysis, improving measurement accuracy of internalized misogyny's 3 dimensions.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:260,raw_b000496,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,260,RESEARCH EXPERIENCE,raw_e000322,Chinese Version Revision of Piggott's (2004) Internalized Misogyny Scale,Director,Mar. 2022 - Jun. 2022,"Optimized the scale structure by 11.8% through data-driven analysis, improving measurement accuracy of internalized misogyny's 3 dimensions.","Optimized the scale structure by 11.8\% through data-driven analysis, improving measurement accuracy of internalized misogyny's 3 dimensions.",,
dedup_b000158,1,"coordinated a 4-stage translation process, including inviting 2 professionals for back-translation and 5 psychology professors for expert evaluation, ensuring cultural relevance and content validity for chinese contexts.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:261,raw_b000497,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,261,RESEARCH EXPERIENCE,raw_e000322,Chinese Version Revision of Piggott's (2004) Internalized Misogyny Scale,Director,Mar. 2022 - Jun. 2022,"Coordinated a 4-stage translation process, including inviting 2 professionals for back-translation and 5 psychology professors for expert evaluation, ensuring cultural relevance and content validity for Chinese contexts.","Coordinated a 4-stage translation process, including inviting 2 professionals for back-translation and 5 psychology professors for expert evaluation, ensuring cultural relevance and content validity for Chinese contexts.",,
dedup_b000159,2,"streamlined data processing for large datasets by developing powershell scripts, reducing csv file handling time by 50% for 100+ files compared to manual methods.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:281 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:281,raw_b000500,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,281,PROFESSIONAL EXPERIENCE,raw_e000323,Cognitive Technician (Contractor),L'Oreal R&I Center -- Shanghai,Jul. 2024 – Present,"Streamlined data processing for large datasets by developing PowerShell scripts, reducing CSV file handling time by 50% for 100+ files compared to manual methods.","Streamlined data processing for large datasets by developing PowerShell scripts, reducing CSV file handling time by 50\% for 100+ files compared to manual methods.",R,
dedup_b000160,1,"established structured daily workflow and coordinated with 4 internal departments and 5 external agencies to research methodologies alignment, manage lab equipment and volunteer recruitment.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:282,raw_b000501,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,282,PROFESSIONAL EXPERIENCE,raw_e000323,Cognitive Technician (Contractor),L'Oreal R&I Center -- Shanghai,Jul. 2024 – Present,"Established structured daily workflow and coordinated with 4 internal departments and 5 external agencies to research methodologies alignment, manage lab equipment and volunteer recruitment.","Established structured daily workflow and coordinated with 4 internal departments and 5 external agencies to research methodologies alignment, manage lab equipment and volunteer recruitment.",R,
dedup_b000161,4,"assisted in adjudicating 21 juvenile-related cases, utilizing expertise in developmental and criminal psychology to draft 16 judgments.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:298 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:298 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:297 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_aperture (Ziyuan_Guo_HF_aperture.zip) | main.tex:254,raw_b000503,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,298,PROFESSIONAL EXPERIENCE,raw_e000324,Judge Assistant Intern,Criminal Trial Division of Kunshan People's Court,Jun. 2022 – Aug. 2022,"Assisted in adjudicating 21 juvenile-related cases, utilizing expertise in developmental and criminal psychology to draft 16 judgments.","Assisted in adjudicating 21 juvenile-related cases, utilizing expertise in developmental and criminal psychology to draft 16 judgments.",,
dedup_b000162,1,"managed over 100 case files and maintained courtroom order, streamlining judicial processes.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:299,raw_b000504,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,299,PROFESSIONAL EXPERIENCE,raw_e000324,Judge Assistant Intern,Criminal Trial Division of Kunshan People's Court,Jun. 2022 – Aug. 2022,"Managed over 100 case files and maintained courtroom order, streamlining judicial processes.","Managed over 100 case files and maintained courtroom order, streamlining judicial processes.",,
dedup_b000163,1,"spearheaded the media campaigns for club recruitment and special events, creating publicity posters for 2 campuses.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:317,raw_b000505,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,317,EXTRACURRICULAR ACTIVITIES,raw_e000325,"Director, New Media Team, Association Work Department",,Sep. 2021 – Jun. 2022,"Spearheaded the media campaigns for club recruitment and special events, creating publicity posters for 2 campuses.","Spearheaded the media campaigns for club recruitment and special events, creating publicity posters for 2 campuses.",,
dedup_b000164,1,"managed the ""fm nnu association"" public account, growing its followership to 5k+.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:318,raw_b000506,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,318,EXTRACURRICULAR ACTIVITIES,raw_e000325,"Director, New Media Team, Association Work Department",,Sep. 2021 – Jun. 2022,"Managed the ""FM NNU Association"" public account, growing its followership to 5k+.","Managed the ""FM NNU Association"" public account, growing its followership to 5k+.",,
dedup_b000165,1,"produced 2 promotion videos for the university's 120th anniversary, incorporating methods such as aerial photography and visual effects production,achieving over 10k views.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:319,raw_b000507,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,319,EXTRACURRICULAR ACTIVITIES,raw_e000325,"Director, New Media Team, Association Work Department",,Sep. 2021 – Jun. 2022,"Produced 2 promotion videos for the university's 120th anniversary, incorporating methods such as aerial photography and visual effects production,achieving over 10k views.","Produced 2 promotion videos for the university's 120th anniversary, incorporating methods such as aerial photography and visual effects production,achieving over 10k views.",,
dedup_b000166,1,"designed and developed a line of cultural merchandise, including acrylic stands, badges, and postcards inspired by collections from five partner museums and integrated with popular memes, increasing recruitment event visitors by 30",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:334,raw_b000508,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,334,EXTRACURRICULAR ACTIVITIES,raw_e000326,"Director, Publicity Department, Cultural Relics and Museums Volunteer Club",,Jun. 2021 - Jun. 2022,"Designed and developed a line of cultural merchandise, including acrylic stands, badges, and postcards inspired by collections from five partner museums and integrated with popular memes, increasing recruitment event visitors by 30","Designed and developed a line of cultural merchandise, including acrylic stands, badges, and postcards inspired by collections from five partner museums and integrated with popular memes, increasing recruitment event visitors by 30",,
dedup_b000167,3,"oversaw society's 3 social media accounts, designed 4 wechat posts using graphic layout tools, edited over 100 articles, averaging 300+ readers each.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:335 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:317 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:316,raw_b000509,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,335,EXTRACURRICULAR ACTIVITIES,raw_e000326,"Director, Publicity Department, Cultural Relics and Museums Volunteer Club",,Jun. 2021 - Jun. 2022,"Oversaw society's 3 social media accounts, designed 4 WeChat posts using graphic layout tools, edited over 100 articles, averaging 300+ readers each.","Oversaw society's 3 social media accounts, designed 4 WeChat posts using graphic layout tools, edited over 100 articles, averaging 300+ readers each.",,
dedup_b000168,2,"oversaw the club's digital content, increasing the follower count across platforms to 2k+",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:336 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:318,raw_b000510,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,336,EXTRACURRICULAR ACTIVITIES,raw_e000326,"Director, Publicity Department, Cultural Relics and Museums Volunteer Club",,Jun. 2021 - Jun. 2022,"Oversaw the club's digital content, increasing the follower count across platforms to 2k+","Oversaw the club's digital content, increasing the follower count across platforms to 2k+",,
dedup_b000169,3,"launched a new weekly interactive segment on the club's social media, boosting post engagement by 50% and collaborated with societies like the calligraphy and seal carving association to expand event reach.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:337 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:319 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:317,raw_b000511,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,337,EXTRACURRICULAR ACTIVITIES,raw_e000326,"Director, Publicity Department, Cultural Relics and Museums Volunteer Club",,Jun. 2021 - Jun. 2022,"Launched a new weekly interactive segment on the club’s social media, boosting post engagement by 50% and collaborated with societies like the Calligraphy and Seal Carving Association to expand event reach.","Launched a new weekly interactive segment on the club’s social media, boosting post engagement by 50\% and collaborated with societies like the Calligraphy and Seal Carving Association to expand event reach.",,
dedup_b000170,4,"lecturer and guide at 2 historical museums and 1 art expo in nanjing, led interactive tours and educational sessions, enhancing over 300 visitors' understanding of topics from nanjing's urban development, significance of imperial examinations to contemporary international artworks.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:352 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:334 || Overleaf Projects (77 items).zip | UR DS (UR DS.zip) | main.tex:318 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:332,raw_b000512,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,352,EXTRACURRICULAR ACTIVITIES,raw_e000327,Volunteer Activities,,Accumulated over 280 hours,"lecturer and guide at 2 historical museums and 1 Art Expo in Nanjing, led interactive tours and educational sessions, enhancing over 300 visitors' understanding of topics from Nanjing's urban development, significance of imperial examinations to contemporary international artworks.","lecturer and guide at 2 historical museums and 1 Art Expo in Nanjing, led interactive tours and educational sessions, enhancing over 300 visitors' understanding of topics from Nanjing's urban development, significance of imperial examinations to contemporary international artworks.",,
dedup_b000171,3,"pre-operative escort volunteer at 1 hospital, reduced patient anxiety before eye surgeries through supportive conversations.",Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:354 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:336 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:334,raw_b000514,Overleaf Projects (77 items).zip,UIUC MSIM.zip,UIUC MSIM,project_041_uiuc_msim,main.tex,354,EXTRACURRICULAR ACTIVITIES,raw_e000327,Volunteer Activities,,Accumulated over 280 hours,"Pre-Operative Escort Volunteer at 1 hospital, reduced patient anxiety before eye surgeries through supportive conversations.","Pre-Operative Escort Volunteer at 1 hospital, reduced patient anxiety before eye surgeries through supportive conversations.",,
dedup_b000172,1,"designed and conducted a usability study on 2 online pdf tools with 8 participants, employing controlled experiments to assess 3 distinct functionalities.",Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:259,raw_b000523,Overleaf Projects (77 items).zip,UNC MSIS.zip,UNC MSIS,project_042_unc_msis,main.tex,259,RESEARCH EXPERIENCE,raw_e000334,Usability Testing of Online PDF Tools,Director,Apr. 2023 - Jun. 2023,"Designed and conducted a usability study on 2 online PDF tools with 8 participants, employing controlled experiments to assess 3 distinct functionalities.","Designed and conducted a usability study on 2 online PDF tools with 8 participants, employing controlled experiments to assess 3 distinct functionalities.",,
dedup_b000173,1,"analyzed task completion times and success rates using paired t-tests to identify efficiency differences, and reduced task completion times by 20% through strategic interface adjustments.",Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:260,raw_b000524,Overleaf Projects (77 items).zip,UNC MSIS.zip,UNC MSIS,project_042_unc_msis,main.tex,260,RESEARCH EXPERIENCE,raw_e000334,Usability Testing of Online PDF Tools,Director,Apr. 2023 - Jun. 2023,"Analyzed task completion times and success rates using paired t-tests to identify efficiency differences, and reduced task completion times by 20% through strategic interface adjustments.","Analyzed task completion times and success rates using paired t-tests to identify efficiency differences, and reduced task completion times by 20\% through strategic interface adjustments.",,
dedup_b000174,1,"analyzed user interaction patterns using think-aloud protocols, video recordings via tencent meeting, and user interviews, pinpointing critical usability issues like hidden menus and poor feedback, which directly impacted user efficiency and satisfaction.",Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:261,raw_b000525,Overleaf Projects (77 items).zip,UNC MSIS.zip,UNC MSIS,project_042_unc_msis,main.tex,261,RESEARCH EXPERIENCE,raw_e000334,Usability Testing of Online PDF Tools,Director,Apr. 2023 - Jun. 2023,"Analyzed user interaction patterns using think-aloud protocols, video recordings via Tencent Meeting, and user interviews, pinpointing critical usability issues like hidden menus and poor feedback, which directly impacted user efficiency and satisfaction.","Analyzed user interaction patterns using think-aloud protocols, video recordings via Tencent Meeting, and user interviews, pinpointing critical usability issues like hidden menus and poor feedback, which directly impacted user efficiency and satisfaction.",,
dedup_b000175,1,"optimized cognitive test protocols for 4-wave fragrance study in imotion, aligning with fr lab, managing 130+ participants and using eeg, gsr, and hrv to evaluate emotional responses from 24 products.",Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:279,raw_b000526,Overleaf Projects (77 items).zip,UNC MSIS.zip,UNC MSIS,project_042_unc_msis,main.tex,279,PROFESSIONAL EXPERIENCE,raw_e000335,Cognitive Technician (Contractor),L'Oreal R&I Center -- Shanghai,Jul. 2024 – Present,"Optimized cognitive test protocols for 4-wave fragrance study in iMotion, aligning with FR lab, managing 130+ participants and using EEG, GSR, and HRV to evaluate emotional responses from 24 products.","Optimized cognitive test protocols for 4-wave fragrance study in iMotion, aligning with FR lab, managing 130+ participants and using EEG, GSR, and HRV to evaluate emotional responses from 24 products.",R,
dedup_b000176,2,"designed and developed a line of cultural merchandise, including acrylic stands, badges, and postcards inspired by collections from five partner museums and integrated with popular memes, increasing recruitment event visitors by 30%.",Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:316 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:315,raw_b000532,Overleaf Projects (77 items).zip,UNC MSIS.zip,UNC MSIS,project_042_unc_msis,main.tex,316,EXTRACURRICULAR ACTIVITIES,raw_e000337,"Director, Publicity Department, Cultural Relics and Museums Volunteer Club",,Jun. 2021 - Jun. 2022,"Designed and developed a line of cultural merchandise, including acrylic stands, badges, and postcards inspired by collections from five partner museums and integrated with popular memes, increasing recruitment event visitors by 30%.","Designed and developed a line of cultural merchandise, including acrylic stands, badges, and postcards inspired by collections from five partner museums and integrated with popular memes, increasing recruitment event visitors by 30\%.",,
dedup_b000177,1,"optimized test protocols for 5-wave fragrance characterization study in imotion, aligning with french lab, managing 170+ participants and using eeg, gsr, and ecg to evaluate emotional responses from 30 products.",Overleaf Projects (77 items).zip | UR DS (UR DS.zip) | main.tex:275,raw_b000546,Overleaf Projects (77 items).zip,UR DS.zip,UR DS,project_043_ur_ds,main.tex,275,PROFESSIONAL EXPERIENCE,raw_e000346,Cognitive Science Technician (Contractor),L'Oreal R&I Center -- Shanghai,Jul. 2024 – Present,"Optimized test protocols for 5-wave fragrance characterization study in iMotion, aligning with French lab, managing 170+ participants and using EEG, GSR, and ECG to evaluate emotional responses from 30 products.","Optimized test protocols for 5-wave fragrance characterization study in iMotion, aligning with French lab, managing 170+ participants and using EEG, GSR, and ECG to evaluate emotional responses from 30 products.",R,
dedup_b000178,1,"modeled 10 vr risk scenarios using blender; designed and tested 3 distinct driving scenarios for realism and variable control, enhancing experimental validity.",Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:243,raw_b000557,Overleaf Projects (77 items).zip,UTA MSIS.zip,UTA MSIS,project_044_uta_msis,main.tex,243,RESEARCH EXPERIENCE,raw_e000355,Research intern,"Lab of Engineering Psychology, Chinese Academy of Sciences",Nov. 2023 - Jun. 2024,"Modeled 10 VR risk scenarios using Blender; designed and tested 3 distinct driving scenarios for realism and variable control, enhancing experimental validity.","Modeled 10 VR risk scenarios using Blender; designed and tested 3 distinct driving scenarios for realism and variable control, enhancing experimental validity.",Blender,
dedup_b000179,1,"built and structured an internal sharepoint knowledge platform from information architecture, metadata tagging, to page-level interface design, improving content discoverability across 16 career service offices.",Overleaf Projects (77 items).zip | Ziyuan_Guo_CSR & Social Impact_SONY (Ziyuan_Guo_CSR & Social Impact_SONY.zip) | main.tex:244,raw_b000577,Overleaf Projects (77 items).zip,Ziyuan_Guo_CSR & Social Impact_SONY.zip,Ziyuan_Guo_CSR & Social Impact_SONY,project_045_ziyuan_guo_csr_social_impact_sony,main.tex,244,PROFESSIONAL EXPERIENCE,raw_e000367,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Built and structured an internal SharePoint knowledge platform from information architecture, metadata tagging, to page-level interface design, improving content discoverability across 16 career service offices.","Built and structured an internal SharePoint knowledge platform from information architecture, metadata tagging, to page-level interface design, improving content discoverability across 16 career service offices.",SharePoint,
dedup_b000180,1,"led usability evaluation of the sharepoint + copilot agent knowledge base, testing navigation flows and analyzing adoption metrics to guide iterative improvements to site structure and feature rollout.",Overleaf Projects (77 items).zip | Ziyuan_Guo_CSR & Social Impact_SONY (Ziyuan_Guo_CSR & Social Impact_SONY.zip) | main.tex:245,raw_b000578,Overleaf Projects (77 items).zip,Ziyuan_Guo_CSR & Social Impact_SONY.zip,Ziyuan_Guo_CSR & Social Impact_SONY,project_045_ziyuan_guo_csr_social_impact_sony,main.tex,245,PROFESSIONAL EXPERIENCE,raw_e000367,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Led usability evaluation of the SharePoint + Copilot Agent knowledge base, testing navigation flows and analyzing adoption metrics to guide iterative improvements to site structure and feature rollout.","Led usability evaluation of the SharePoint + Copilot Agent knowledge base, testing navigation flows and analyzing adoption metrics to guide iterative improvements to site structure and feature rollout.",SharePoint,
dedup_b000181,1,"partnered with 16 career service offices to conduct discovery interviews, synthesize requirements, and prioritize cross-site navigation and content enhancements.",Overleaf Projects (77 items).zip | Ziyuan_Guo_CSR & Social Impact_SONY (Ziyuan_Guo_CSR & Social Impact_SONY.zip) | main.tex:246,raw_b000579,Overleaf Projects (77 items).zip,Ziyuan_Guo_CSR & Social Impact_SONY.zip,Ziyuan_Guo_CSR & Social Impact_SONY,project_045_ziyuan_guo_csr_social_impact_sony,main.tex,246,PROFESSIONAL EXPERIENCE,raw_e000367,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Partnered with 16 career service offices to conduct discovery interviews, synthesize requirements, and prioritize cross-site navigation and content enhancements.","Partnered with 16 career service offices to conduct discovery interviews, synthesize requirements, and prioritize cross-site navigation and content enhancements.",,
dedup_b000182,1,"conducted mixed-methods consumer research (u&a, implicit measures, physiological data) to understand emotional responses to 30 fragrance concepts across french and china markets, translating findings into actionable insights for product positioning.",Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_iff (Ziyuan_Guo_Consumer_iff.zip) | main.tex:231,raw_b000596,Overleaf Projects (77 items).zip,Ziyuan_Guo_Consumer_iff.zip,Ziyuan_Guo_Consumer_iff,project_047_ziyuan_guo_consumer_iff,main.tex,231,PROFESSIONAL EXPERIENCE,raw_e000381,Cognitive Sciences Lab Technician(Contractor),"L'Oreal R&I, Shanghai",Jul. 2024 – Jul. 2025,"Conducted mixed-methods consumer research (U&A, implicit measures, physiological data) to understand emotional responses to 30 fragrance concepts across French and China markets, translating findings into actionable insights for product positioning.","Conducted mixed-methods consumer research (U\&A, implicit measures, physiological data) to understand emotional responses to 30 fragrance concepts across French and China markets, translating findings into actionable insights for product positioning.",R,
dedup_b000183,1,"led a voice analysis project on a hair product, designing baseline vs. product-phase protocols and analyzing consumer speech data (clt & hut, n=25) with r; visualized emotional trajectories across the user journey to uncover evolving needs and inform improved product communication guidelines.",Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_iff (Ziyuan_Guo_Consumer_iff.zip) | main.tex:235,raw_b000599,Overleaf Projects (77 items).zip,Ziyuan_Guo_Consumer_iff.zip,Ziyuan_Guo_Consumer_iff,project_047_ziyuan_guo_consumer_iff,main.tex,235,PROFESSIONAL EXPERIENCE,raw_e000381,Cognitive Sciences Lab Technician(Contractor),"L'Oreal R&I, Shanghai",Jul. 2024 – Jul. 2025,"Led a Voice Analysis project on a hair product, designing baseline vs. product-phase protocols and analyzing consumer speech data (CLT & HUT, N=25) with R; visualized emotional trajectories across the user journey to uncover evolving needs and inform improved product communication guidelines.","Led a Voice Analysis project on a hair product, designing baseline vs. product-phase protocols and analyzing consumer speech data (CLT \& HUT, N=25) with R; visualized emotional trajectories across the user journey to uncover evolving needs and inform improved product communication guidelines.",R,
dedup_b000184,6,"built and revised a multi-scenario business case for a gen8 ai gpu portfolio, evaluating 4 launch and supply-chain scenarios under fixed tam, r&d, sg&a, and discount-rate assumptions.",Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_iff (Ziyuan_Guo_Consumer_iff.zip) | main.tex:275 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_market_iff (Ziyuan_Guo_Consumer_market_iff.zip) | main.tex:275 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Digital Ops_Richemont (Ziyuan_Guo_Digital Ops_Richemont.zip) | main.tex:275 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_Bluebeam (Ziyuan_Guo_Product_Bluebeam.zip) | main.tex:280 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_TheInclab (Ziyuan_Guo_Product_TheInclab.zip) | main.tex:296 || Overleaf Projects (77 items).zip | Ziyuan_Guo_market research_Signet (Ziyuan_Guo_market research_Signet.zip) | main.tex:280,raw_b000602,Overleaf Projects (77 items).zip,Ziyuan_Guo_Consumer_iff.zip,Ziyuan_Guo_Consumer_iff,project_047_ziyuan_guo_consumer_iff,main.tex,275,PROJECT EXPERIENCE,raw_e000383,AI GPU Portfolio Strategy & Scenario Analysis,Course Project,Oct. 2025 - Dec. 2025,"Built and revised a multi-scenario business case for a Gen8 AI GPU portfolio, evaluating 4 launch and supply-chain scenarios under fixed TAM, R&D, SG&A, and discount-rate assumptions.","Built and revised a multi-scenario business case for a Gen8 AI GPU portfolio, evaluating 4 launch and supply-chain scenarios under fixed TAM, R\&D, SG\&A, and discount-rate assumptions.",R,
